id,oper_type + oper_attr,index_oper,type,priority,is_privatecategory,class,is_in_yandex,is_return,weight,mailtype,mailctg,mailrank,directctg,transport_pay,postmark,name_mfi,weight_mfi,price_mfi,dist_qty_oper_login_1,total_qty_oper_login_1,total_qty_oper_login_0,total_qty_over_index_and_type,total_qty_over_index,is_wrong_sndr_name,is_wrong_rcpn_name,is_wrong_phone_number,is_wrong_address
6306534,1022_-1,344964.0,Цех,7503.0,N,0.0,Y,N,267.0,5.0,1.0,0.0,2.0,28.44,0.0,Children Casual Shoes,242.0,500.0,55.0,2060928.0,653280.0,2714208.0,19562334.0,0,0,0,0
1383478,1023_-1,102976.0,ММПО,7503.0,N,0.0,N,N,81.0,5.0,1.0,0.0,2.0,0.0,0.0,"car voltmeter,Flasher",72.0,616.0,972.0,68766046.0,91123247.0,159889293.0,164927295.0,0,0,0,0
8911602,1_-1,102976,ММПО,7503.0,N,0.0,N,N,21.0,5.0,0.0,0.0,2.0,0.0,0.0,party decorations,20.0,87.0,910.0,55549307.0,88774964.0,144324271.0,149073880.0,0,0,1,0
3573931,8_0,102969,ТИ,7503.0,N,0.0,N,N,322.0,5.0,1.0,0.0,2.0,30.92,0.0,pantres(1005002346254674),15.0,40.0,106.0,17348074.0,3469387.0,20817461.0,20821109.0,0,0,0,0
7541865,1001_-1,454962.0,Участок,7503.0,N,0.0,Y,N,145.0,5.0,1.0,0.0,2.0,0.0,0.0,USB CABLE(LCD006B),130.0,180.0,49.0,2418261.0,340.0,2418601.0,28206615.0,0,0,0,0
1847677,1020_-1,140426.0,Участок,7503.0,N,0.0,Y,N,94.0,5.0,1.0,0.0,2.0,0.0,0.0,"Memo Pad,phone case,Ballpoint Pens",90.0,170.0,16.0,385684.0,43229.0,428913.0,6610499.0,0,0,0,0
1703964,1001_-1,610962,Участок,7503.0,N,0.0,Y,N,19.0,5.0,0.0,0.0,2.0,0.0,0.0,Earphones & Headphones,80.0,379.0,37.0,1924135.0,5494.0,1929629.0,16620789.0,0,0,0,0
5261664,1016_-1,102998,ТИ,7503.0,N,0.0,N,N,11.0,5.0,0.0,0.0,2.0,0.0,0.0,Tattoo stickers,10.0,10.0,41.0,7154731.0,3307604.0,10462335.0,10538539.0,0,0,1,0
9450553,2_6,694350,ГОПС,7504.0,N,3.0,Y,N,178.0,5.0,1.0,0.0,2.0,0.0,0.0,T-Shirts(YSX-8904-Light purple-XXL),162.0,500.0,6.0,8589.0,3334.0,11923.0,135915.0,0,0,0,0
866430,1019_-1,394087.0,ГОПС,7506.0,N,3.0,Y,N,176.0,5.0,1.0,0.0,2.0,23.34,0.0,0,0.0,0.0,14.0,228492.0,5344.0,233836.0,2254553.0,0,0,0,0
3600131,1018_-1,300971,Цех,7503.0,N,0.0,Y,N,72.0,5.0,1.0,0.0,2.0,0.0,0.0,"Integrated Circuits,Integrated circuit module",26.0,137.0,41.0,1567202.0,126772.0,1693974.0,40929440.0,0,0,0,0
4750468,1004_-1,102976.0,ММПО,7503.0,N,0.0,N,N,16.0,5.0,0.0,0.0,2.0,0.0,0.0,Dust cover,15.0,73.0,1142.0,60526245.0,96079047.0,156605292.0,163843348.0,0,0,1,0
3232274,1_-1,102971,Цех,7506.0,N,0.0,N,N,519.0,5.0,1.0,0.0,2.0,0.0,0.0,"bra,Storage bag,AC/DC Adapters,Integrated circuit module,Integrated Circuits,Temperature and humidity",357.0,565.0,184.0,67541214.0,7870.0,67549084.0,72981134.0,0,0,0,0
3057572,1_-1,143016.0,Участок,7503.0,N,0.0,Y,N,539.0,5.0,1.0,0.0,2.0,0.0,0.0,Tooth cleaner,500.0,600.0,33.0,1674379.0,134422.0,1808801.0,17567464.0,0,0,0,0
4224055,8_3,660964.0,Цех,7506.0,N,0.0,Y,N,1289.0,5.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.0,39.0,771241.0,242242.0,1013483.0,1713083.0,0,0,0,0
7228448,154_-1,420306.0,Цех,7503.0,N,0.0,Y,N,220.0,5.0,1.0,0.0,2.0,28.75,0.0,0,0.0,0.0,361.0,9570832.0,3258747.0,12829579.0,18959055.0,0,1,0,0
8803324,29_-1,620971.0,Участок,7503.0,N,0.0,N,N,99.0,5.0,0.0,0.0,2.0,0.0,0.0,serum,95.0,499.0,62.0,169729.0,166645.0,336374.0,352843.0,0,0,1,0
345065,8_6,102976,ММПО,7503.0,N,0.0,N,N,229.0,5.0,1.0,0.0,2.0,26.78,0.0,Hair Clip,23.0,200.0,910.0,55549307.0,88774964.0,144324271.0,149073880.0,0,0,0,0
8875578,1001_-1,200980,Цех,7503.0,N,0.0,Y,N,45.0,5.0,1.0,0.0,2.0,18.66,0.0,0,0.0,0.0,107.0,10782597.0,20647.0,10803244.0,116342693.0,0,0,0,0
9794209,1041_-1,357260,МСЦ,7506.0,N,0.0,Y,N,23.0,5.0,0.0,0.0,2.0,0.0,0.0,V11 J Earphone,21.0,4.0,26.0,2976960.0,98136.0,3075096.0,18670638.0,0,1,1,0
4950275,1042_-1,344962,Участок,7503.0,N,0.0,Y,N,28.0,5.0,0.0,0.0,2.0,0.0,0.0,nail art tools,25.0,100.0,38.0,2505534.0,21336.0,2526870.0,23539018.0,0,0,1,0
5938290,1020_-1,102971.0,Цех,7506.0,N,0.0,N,N,83.0,5.0,-1.0,0.0,2.0,0.0,0.0,"Bookmark(ZM332-2),Bookmark(YM23)",60.0,100.0,184.0,67541214.0,7870.0,67549084.0,72981134.0,0,0,0,0
8309374,1041_-1,102971,Цех,7506.0,N,0.0,N,N,107.0,5.0,1.0,0.0,2.0,0.0,0.0,"Car Key,key",96.0,377.0,184.0,67541214.0,7870.0,67549084.0,72981134.0,0,0,0,0
7665609,183_-1,102976,ММПО,7503.0,N,0.0,N,N,420.0,5.0,1.0,0.0,2.0,0.0,0.0,Tire pressure tester,380.0,1150.0,972.0,68766046.0,91123247.0,159889293.0,164927295.0,0,0,0,0
9410462,1004_-1,102976.0,ММПО,7503.0,N,0.0,N,N,83.0,5.0,0.0,0.0,2.0,0.0,0.0,vest,100.0,199.0,972.0,68766046.0,91123247.0,159889293.0,164927295.0,0,0,0,0
4970933,1018_-1,163960.0,МСЦ,7503.0,N,0.0,Y,N,38.0,5.0,1.0,0.0,2.0,0.0,0.0,Watchbands,60.0,200.0,66.0,1895958.0,204133.0,2100091.0,20360615.0,0,0,0,0
4957259,8_6,102976,ММПО,7503.0,N,0.0,N,N,111.0,5.0,1.0,0.0,2.0,0.0,0.0,"bra,Screen Protectors,Phone case",74.0,250.0,914.0,48856658.0,83318932.0,132175590.0,136819803.0,0,0,0,0
1896598,8_2,214013,ГОПС,7504.0,N,3.0,Y,N,43.0,5.0,1.0,0.0,2.0,0.0,0.0,Pulse Oximeter (MD2261DB*1),45.0,810.0,8.0,34213.0,4330.0,38543.0,413078.0,0,0,0,0
3445547,1018_-1,420302.0,Цех,7503.0,N,0.0,Y,N,60.0,5.0,1.0,0.0,2.0,0.0,0.0,"Cases,Mobile Phone Bags & Cases",60.0,347.0,127.0,18825259.0,43850.0,18869109.0,107878131.0,0,0,0,0
2562395,1043_-1,170000,П,7503.0,N,1.0,Y,N,109.0,5.0,1.0,0.0,2.0,0.0,0.0,"Computer Cables & Connectors,Phone Case",110.0,403.0,104.0,1485540.0,869715.0,2355255.0,21227154.0,0,0,0,0
8121767,1018_-1,102976,ММПО,7503.0,N,0.0,N,N,64.0,5.0,1.0,0.0,2.0,0.0,0.0,Filter,50.0,100.0,921.0,56108204.0,337771067.0,393879271.0,403535080.0,0,0,0,0
3996684,1019_-1,414009,ГОПС,7503.0,N,3.0,Y,N,260.0,5.0,1.0,0.0,2.0,26.3,0.0,0,0.0,0.0,6.0,5161.0,3289.0,8450.0,182488.0,0,0,0,0
4222661,1020_-1,102976,ММПО,7503.0,N,0.0,N,N,90.0,5.0,1.0,0.0,2.0,0.0,0.0,"Air Freshener,Incense sticks Clip",72.0,103.0,914.0,48856658.0,83318932.0,132175590.0,136819803.0,0,0,0,0
2213981,11_-1,102976,ММПО,7503.0,N,0.0,N,N,743.0,5.0,1.0,0.0,2.0,0.0,0.0,"host alarm(YAOSHENG-B-103GSM-TUY,host alarm(YAOSHENG-B-103GSM-TUYA-EU)",1219.0,3250.0,972.0,68766046.0,91123247.0,159889293.0,164927295.0,0,1,0,0
5073939,1_-1,102971,Цех,7506.0,N,0.0,N,N,27.0,5.0,0.0,0.0,2.0,0.0,0.0,Mobile Phone Bags & Cases,30.0,197.0,153.0,89268735.0,6799759.0,96068494.0,101200378.0,0,0,1,0
5316364,1014_-1,102976.0,ММПО,7503.0,N,0.0,N,N,58.0,5.0,1.0,0.0,2.0,0.0,0.0,Mobile Phone Flex Cables,100.0,797.0,914.0,48856658.0,83318932.0,132175590.0,136819803.0,0,0,0,0
8006002,184_-1,102976,ММПО,7503.0,N,0.0,N,N,357.0,5.0,1.0,0.0,2.0,32.63,0.0,car seat(1005001800400147),321.0,500.0,1089.0,64270133.0,116432632.0,180702765.0,188407812.0,0,0,0,0
9463848,1018_-1,108971.0,Цех,7506.0,N,0.0,N,N,577.0,5.0,1.0,0.0,2.0,48.47,0.0,0,0.0,0.0,132.0,14384045.0,56007.0,14440052.0,184627646.0,0,1,0,0
3943958,8_0,102968,ТИ,7503.0,N,0.0,N,N,1317.0,5.0,1.0,0.0,2.0,90.26,0.0,0,0.0,0.0,50.0,6455803.0,1423603.0,7879406.0,8340614.0,0,1,0,0
3301168,1022_-1,102240.0,ОПП,7506.0,N,0.0,Y,N,41.0,5.0,0.0,0.0,2.0,0.0,0.0,USB cable(P10C),100.0,256.0,0.0,0.0,492198.0,492198.0,1517194.0,0,0,1,0
4394878,1001_-1,102152,Цех,7506.0,N,0.0,N,N,1512.0,5.0,1.0,0.0,2.0,0.0,0.0,"ring,Bracelet,Stamps Toys,bracelet,blender,Christmas ornaments,decorative lights",1108.0,2238.0,86.0,26506395.0,72183.0,26578578.0,55331744.0,0,0,0,0
5062625,1023_-1,102976,ММПО,7503.0,N,0.0,N,N,83.0,5.0,1.0,0.0,2.0,0.0,0.0,"ballpoint pen,eraser",128.0,100.0,914.0,48856658.0,83318932.0,132175590.0,136819803.0,0,0,0,0
9666848,9_-1,102976.0,ММПО,7503.0,N,0.0,N,N,14.0,5.0,1.0,0.0,2.0,0.0,0.0,Tempered glass,13.0,50.0,914.0,48856658.0,83318932.0,132175590.0,136819803.0,0,0,0,0
1686394,1018_-1,102971.0,Цех,7506.0,N,0.0,N,N,83.0,5.0,1.0,0.0,2.0,0.0,0.0,"Instrument Parts ,amp;amp;amp; Accessories(P1502),Instrument Parts ,amp;amp;amp; A",142.0,200.0,153.0,89268735.0,6799759.0,96068494.0,101200378.0,0,0,0,0
